doc_idx,topic_id,topic_label,confidence,original_topic_id,subject,best_model,min_docs,ngram_range,max_features,coherence,irbo
131231,226,LLM Robotic Jailbreaking,0.5277664661407471,545,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131232,133,Discourse Collective Intelligence,0.571504533290863,362,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131234,165,Random Layer Mixup,0.5007389783859253,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131236,124,Mobile Augmented Reality Systems,0.582228422164917,343,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131238,247,Low-Resource Language Adaptation,0.6262961626052856,578,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131240,272,Prompt Adaptive Scaling,0.7005718350410461,611,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131241,263,EEG Foundation Model Taxonomy,0.5670861005783081,598,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131242,211,Carbon-Aware Scheduling,0.5356472730636597,519,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131243,87,Space-Time Coding Performance,0.5363355278968811,238,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131244,75,AS Topology Modeling,0.6111743450164795,193,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131246,167,Thermal Emotion Recognition,0.8293837904930115,434,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131248,241,Financial LLM Robustness Benchmarking,0.5579497218132019,571,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131250,55,Adaptive Motivation Learning,0.5941598415374756,148,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131252,29,Spec-Language Compilation,0.5113862752914429,51,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131253,202,Heat-Diffusion Generative Models,0.6199513673782349,503,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131254,189,Self-Supervised AST Pretraining,0.5726511478424072,478,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131256,225,Minecraft Planning Benchmarks,0.5876072645187378,544,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131257,249,Vision-Language Model Compression,0.615251898765564,581,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131259,182,Dependency Usage Analysis,0.7056704759597778,462,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131260,199,Periodic Universal Audio Synthesis,0.6373300552368164,496,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131262,44,Planning-Augmented RL,0.6339371204376221,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131263,68,Performance Trace Optimization,0.5197126269340515,173,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131264,67,Epistemic Blame Theory,0.5587954521179199,171,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131267,1,AI Story Understanding,0.5222157835960388,2,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131268,48,Semantic Polarity Learning,0.5550223588943481,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131269,101,Hierarchical Path Kernels,0.5342072248458862,288,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131270,273,Multi-Layer Depth Ambiguity Resolution,0.5167727470397949,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131272,227,LLM Ensemble Probability Fusion,0.5680060982704163,546,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131273,225,Minecraft Planning Benchmarks,0.6002210378646851,544,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131275,212,Metric Entropy Analysis,0.546617329120636,521,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131276,232,Crowdsourced Attention Bias Mitigation,0.6800514459609985,555,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131282,26,User Privacy Tools,0.5213131308555603,43,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131283,203,Extremism Online Dynamics,0.5404296517372131,504,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131286,183,Multilingual Image Captioning,0.5949503183364868,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131287,254,Vision-Based Odometry Systems,0.5080981850624084,588,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131288,157,Audio Prior Networks,0.6908022165298462,414,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131290,241,Financial LLM Robustness Benchmarking,0.6922907829284668,571,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131292,274,Diffusion-Based Optimization Learning,0.5489588975906372,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131293,241,Financial LLM Robustness Benchmarking,0.7991325259208679,571,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131294,149,Psychiatric Readmission Prediction,0.5927379131317139,400,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131297,189,Self-Supervised AST Pretraining,0.5083014369010925,478,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131299,249,Vision-Language Model Compression,0.5595029592514038,581,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131300,154,Bandit Learning Games,0.5419047474861145,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131303,273,Multi-Layer Depth Ambiguity Resolution,0.568481981754303,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131304,274,Diffusion-Based Optimization Learning,0.5530445575714111,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131306,183,Multilingual Image Captioning,0.5697374939918518,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131307,216,Universal Language Translation,0.5399774312973022,527,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131308,25,Computational Physics Patterns,0.5715311169624329,41,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131309,44,Planning-Augmented RL,0.5925504565238953,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131310,191,Domain-Generalization MOT,0.5496165156364441,483,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131311,245,EEG-Facial Expression Synthesis,0.5718086957931519,575,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131312,229,Emotion Diffusion Synthesis,0.5583477020263672,551,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131314,149,Psychiatric Readmission Prediction,0.5008130073547363,400,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131315,254,Vision-Based Odometry Systems,0.5095845460891724,588,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131317,12,Predictor-Based Parsing,0.5755506753921509,17,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131318,165,Random Layer Mixup,0.5905771255493164,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131320,228,Dynamic Scene Decomposition,0.6081705093383789,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131321,33,Non-Well-Founded Coalgebra Theory,0.52508944272995,62,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131322,184,Event-Based Vision UpSampling,0.508084774017334,465,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131323,183,Multilingual Image Captioning,0.6058109402656555,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131324,122,Social Network Aggregation Dynamics,0.7603501677513123,341,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131327,25,Computational Physics Patterns,0.5232297778129578,41,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131328,217,Proactive Data Collection,0.5806952118873596,529,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131329,220,Emotion-Tactile Feedback Systems,0.5721497535705566,536,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131332,253,Pruning Impact Analysis,0.537482500076294,586,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131333,262,Neural Field Dataset Compression,0.6869152784347534,597,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131334,57,Time-Series Pattern Discovery,0.5272364616394043,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131335,58,Fractional PDE Modeling,0.5285360813140869,152,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131336,223,Latent Watermarking Systems,0.5653285384178162,539,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131340,36,Dynamic Topic Modeling,0.5764847993850708,100,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131341,165,Random Layer Mixup,0.6677076816558838,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131342,220,Emotion-Tactile Feedback Systems,0.5107947587966919,536,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131343,71,Dynamic Mesh Optimization,0.6158581972122192,178,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131344,207,Compositional Attack Defense,0.5129382014274597,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131345,48,Semantic Polarity Learning,0.630276083946228,129,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131346,207,Compositional Attack Defense,0.581332266330719,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131347,240,Parallel Decoding Strategies,0.6068887114524841,570,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131348,248,Zero-Shot Lidar Completion,0.6384936571121216,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131349,228,Dynamic Scene Decomposition,0.5648941397666931,548,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131350,207,Compositional Attack Defense,0.6431125402450562,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131351,138,Cluttered Grasping Optimization,0.6202223896980286,377,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131353,221,Algorithmic Power Dynamics,0.6984642148017883,537,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131354,25,Computational Physics Patterns,0.5295498967170715,41,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131355,18,Variable Word Rate Modeling,0.60272216796875,24,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131356,108,Astroinformatics Systems,0.5521776676177979,302,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131357,196,Neuromorphic CAD Systems,0.6549340486526489,491,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131359,240,Parallel Decoding Strategies,0.5052402019500732,570,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131361,255,Multiscale Style Transfer,0.7128057479858398,589,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131368,179,Self-Supervised Embodied Learning,0.6188691854476929,456,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131369,62,Human Speculative Trading,0.5658049583435059,159,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131372,274,Diffusion-Based Optimization Learning,0.5238001942634583,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131373,216,Universal Language Translation,0.5732403993606567,527,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131375,100,Controlled Language Semantic Wikis,0.5589917302131653,286,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131376,164,Cold Start Recommendation,0.5645238161087036,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131381,18,Variable Word Rate Modeling,0.5670864582061768,24,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131382,204,Cross-Modality Clue Integration,0.6465999484062195,506,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131383,226,LLM Robotic Jailbreaking,0.7094652056694031,545,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131384,183,Multilingual Image Captioning,0.6375185251235962,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131385,55,Adaptive Motivation Learning,0.6113848090171814,148,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131387,249,Vision-Language Model Compression,0.6622195243835449,581,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131389,169,Pessimistic Reinforcement Learning,0.5321961045265198,436,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131390,63,Natural Language Chatbot Limitations,0.5936732888221741,161,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131394,112,Secure Function Computation Capacity,0.5697153806686401,312,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131398,249,Vision-Language Model Compression,0.5078717470169067,581,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131401,29,Spec-Language Compilation,0.5297459363937378,51,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131402,84,Decentralized Identity Networks,0.5145631432533264,229,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131403,225,Minecraft Planning Benchmarks,0.554611325263977,544,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131406,231,Reconfigurable Hardware Sustainability,0.5171684622764587,553,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131412,201,Cross-Lingual Scene Text SR,0.6315406560897827,502,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131413,191,Domain-Generalization MOT,0.5349099636077881,483,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131414,241,Financial LLM Robustness Benchmarking,0.5555229187011719,571,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131415,274,Diffusion-Based Optimization Learning,0.5118257999420166,614,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131418,195,Self-Supervised Keypoint Detection,0.5184615850448608,490,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131419,105,Market Equilibrium Complexity,0.535983145236969,299,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131420,52,Critical State Dynamics,0.6092148423194885,140,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131421,67,Epistemic Blame Theory,0.5157702565193176,171,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131423,32,Noise-Tolerant Learning Theories,0.533223032951355,59,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131424,201,Cross-Lingual Scene Text SR,0.5995833873748779,502,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131426,154,Bandit Learning Games,0.5687682032585144,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131427,165,Random Layer Mixup,0.5393054485321045,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131428,260,Cryptographic Misuse Detection,0.5535969734191895,595,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131435,8,Repair-Based Speech Correction,0.5659728646278381,12,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131436,166,Multimodal Semantic Forecasting,0.6286506652832031,433,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131437,251,Microgravity Human Action Analysis,0.5785102844238281,584,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131439,26,User Privacy Tools,0.5618259310722351,43,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131440,162,Quantum Random Feature Sampling,0.5178470015525818,425,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131442,251,Microgravity Human Action Analysis,0.5943173766136169,584,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131443,177,Diffusion-Based Image Refinement,0.6168503761291504,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131444,26,User Privacy Tools,0.5114936828613281,43,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131445,165,Random Layer Mixup,0.5171377062797546,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131446,183,Multilingual Image Captioning,0.5638600587844849,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131448,75,AS Topology Modeling,0.5544445514678955,193,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131453,77,Quantum Algorithmic Complexity,0.7457783222198486,202,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131455,165,Random Layer Mixup,0.5694301128387451,432,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131457,229,Emotion Diffusion Synthesis,0.5826753377914429,551,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131463,273,Multi-Layer Depth Ambiguity Resolution,0.649469256401062,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131464,227,LLM Ensemble Probability Fusion,0.5474833846092224,546,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131465,36,Dynamic Topic Modeling,0.5740176439285278,100,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131466,161,UAV-5G Blockchain Networks,0.666114330291748,423,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131467,66,Quantum Domain Theory,0.6450828313827515,170,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131468,180,FNO Wave Equation Solving,0.5383927822113037,459,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131469,221,Algorithmic Power Dynamics,0.5084090828895569,537,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131470,242,Sheaf-Based Topological Learning,0.6394305229187012,572,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131471,44,Planning-Augmented RL,0.5270543098449707,120,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131472,155,Characteristic-Driven Summarization,0.6718969345092773,412,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131473,60,Catadioptric Projection Optimization,0.5220879316329956,154,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131474,248,Zero-Shot Lidar Completion,0.6233294010162354,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131475,237,Chirality Feature Extraction,0.5176428556442261,566,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131477,183,Multilingual Image Captioning,0.5649548172950745,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131479,188,Phoneme Granularity Contrastive Learning,0.599676251411438,474,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131480,96,Quantum Query Complexity,0.6682039499282837,266,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131483,252,LLM Kernel Automatization,0.5179129242897034,585,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131485,22,Spatial-Textual Document Analysis,0.5037407875061035,31,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131486,1,AI Story Understanding,0.6772589683532715,2,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131487,272,Prompt Adaptive Scaling,0.5824558734893799,611,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131488,248,Zero-Shot Lidar Completion,0.6961323022842407,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131489,164,Cold Start Recommendation,0.5192496180534363,429,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131491,243,Sparse Attention Distillation,0.5127137303352356,573,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131493,36,Dynamic Topic Modeling,0.5554350018501282,100,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131496,221,Algorithmic Power Dynamics,0.6071784496307373,537,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131498,248,Zero-Shot Lidar Completion,0.5610235333442688,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131499,265,Phenological Orchard Datasets,0.6308072805404663,601,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131500,208,Pathological Speech ASV,0.5111549496650696,512,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131504,253,Pruning Impact Analysis,0.6048952341079712,586,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131505,177,Diffusion-Based Image Refinement,0.5685285925865173,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131507,141,Human-AI Symbiosis Ethics,0.6364988684654236,386,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131509,207,Compositional Attack Defense,0.557958722114563,511,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131510,178,Dietary Supplement CA Systems,0.5424313545227051,452,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131511,77,Quantum Algorithmic Complexity,0.7061144113540649,202,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131513,219,Sketch-Based 3D Reconstruction,0.5090895891189575,535,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131514,36,Dynamic Topic Modeling,0.5378183722496033,100,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131517,138,Cluttered Grasping Optimization,0.5598738789558411,377,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131518,154,Bandit Learning Games,0.5274449586868286,406,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131519,248,Zero-Shot Lidar Completion,0.5455781817436218,579,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131520,177,Diffusion-Based Image Refinement,0.6117667555809021,451,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131521,273,Multi-Layer Depth Ambiguity Resolution,0.5695405602455139,613,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131522,24,Hamming Distance Approximation,0.6247443556785583,40,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131523,267,Multi-Style Diffusion Fusion,0.60274338722229,603,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131524,17,Mathematical Software Evolution,0.6290088891983032,23,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131525,0,Web Text Database Classification,0.5117371678352356,1,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131526,219,Sketch-Based 3D Reconstruction,0.5244933366775513,535,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131531,242,Sheaf-Based Topological Learning,0.5586766004562378,572,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131532,82,Nonlinear Rating Scaling,0.6186088919639587,217,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131533,183,Multilingual Image Captioning,0.708230197429657,463,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
131534,57,Time-Series Pattern Discovery,0.5967590808868408,151,cs,all_mpnet_base_v2,100,"(1, 1)",10000,0.6952843055417145,0.9903110718098943
